Date	DoW M=1	Local Time	Country	State	City	Zip Code	Method of Payment	Vendor	Purchaser	Good or Service	Note/Comments	Exp'd?	Reimb?	Recur?	Traveling?	In Pers?	Debit	Credit
42530	4	0.75			New Brunswick		Barclay MasterCard	Destination Dogs	CGPR	Meal Out	Drinks with Colleagues	No	No	No		Yes	-18	
42530	4	0.34375			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-1.34	
42529	3	0.84375			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-7.35	
42529	3	0.59375			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-105.42	105.42
42529	3	0.583333333			Online		Barclay MasterCard	ATT	Joint	Phone	Monthly Phone Bill	No	No	Yes		No	-105.42	
42529	3	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-5.05	
42528	2	0.833333333			Online		Barclay MasterCard	SpotHero	Joint	Rent	Parking during CA trip	No	No	No		No	-142	
42528	2	0.8125			Online		Chase Southwest RR Card	Southwest Airlines	CGPR	Airfare	MDW --> SFO --> MDW	No	No	No		No	-354.97	
42528	2	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-3.69	
42528	2	0.458333333			Online		Bank of America Checking	Bank of America MasterCard	NPH	Credit Card Payment	Regular CC Payment	No	No	No		No	-12.99	12.99
42528	2	0.4375			New Brunswick		Barclay MasterCard	Starbucks	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-2.34	
42528	2	0.416666667			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-15.45	
42528	2	0.333333333			Online		Bank of America MasterCard	Privacy Assist	NPH	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
42528	2	0.291666667			Online		Bank of America Checking	Spotify	CGPR	Music Streaming	Monthly Music Streaming	No	No	Yes		No	-9.99	
42528	2	0.291666667			Online		Stanford	Bank of America Checking	NPH	Salary	Salary 05.16 - 05.31	No	No	Yes		No	0	1929.55
42527	1	0.8125			Online		Barclay MasterCard	Macy's	CGPR	Clothing	Shoes	No	No	No		Yes	-12.08	
42527	1	0.760416667			Online		Barclay MasterCard	Blue Apron	Joint	Groceries	Groceries	No	No	No		No	-39.94	
42527	1	0.604166667			Online		Barclay MasterCard	TicketMaster	NPH	Gift	Cyn Birthday Present	No	No	No		No	-341.2	
42527	1	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-6.69	
42527	1	0.427083333			Somerset		Barclay MasterCard	Wine Vista	Joint	Groceries	Wine, etc.	No	No	No		Yes	-13.9	
42527	1	0.416666667			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-42.67	
42526	7	0.604166667			Princeton		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-15.78	
42526	7	0.583333333			Princeton		Barclay MasterCard	Chambers Street Parking	Joint	Parking	Parking Fee	No	No	No		Yes	-4	
42526	7	0.5625			Princeton		Barclay MasterCard	Halo Pub	Joint	Date	Ice Cream Date	No	No	No		Yes	-4.25	
42526	7	0.541666667			Princeton		Barclay MasterCard	Porta Via	Joint	Meal Out	Lunch Date	No	No	No		Yes	-17	
42526	7	0.479166667			Princeton		Barclay MasterCard	Rojo's Roastery	Joint	Coffee Out	Morning Coffee Date	No	No	No		Yes	-8.25	
42525	6	0.75			Online		Barclay MasterCard	Ichiban	Joint	Meal Out	Delivery Sushi	No	No	No		Yes	-36	
42525	6	0.614583333			Newark		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-2.45	
42525	6	0.583333333			Newark		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-2.45	
42525	6	0.166666667			SFO		Barclay MasterCard	Peet's Coffee	NPH	Coffee Out	Preflight Coffee	No	No	No		Yes	-9.23	
42524	5	0.854166667			Menlo Park		Barclay MasterCard	Refuge	NPH	Meal Out	Dinner for Game Watch	No	No	No		Yes	-41	
42524	5	0.583333333			Online		Barclay MasterCard	Amazon	Joint	Gift	Game for Evan's B-day	No	No	No		Yes	-59.9	
42524	5	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-3.27	
42524	5	0.479166667			Palo Alto		Barclay MasterCard	Stanford RE Café	NPH	Lunch	Solo Lunch @ 3160	No	No	No		Yes	-8.48	
42524	5	0.333333333			New Brunswick		Barclay MasterCard	Starbucks	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-3.02	
42523	4	0.791666667			Menlo Park		Barclay MasterCard	Beltramo's	NPH	Gift	Thank you whiskey for Phil	No	No	No		Yes	-53.94	
42523	4	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-7.06	
42523	4	0.479166667			Palo Alto		Barclay MasterCard	Stanford RE Café	NPH	Lunch	Solo Lunch @ 3160	No	No	No		Yes	-5.22	
42523	4	0.322916667			Palo Alto		Barclay MasterCard	Mayfield Bakery	NPH	Coffee Out	Coffee & Pastry	No	No	No		Yes	-12.5	
42522	3	0.71875			Menlo Park		Barclay MasterCard	Safeway	NPH	Groceries	Beer for Church Group thing	No	No	No		Yes	-9.04	
42522	3	0.677083333			Mountain View		Barclay MasterCard	Safeway	Joint	Groceries	Groceries	No	No	No		Yes	-16.07	
42522	3	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-6.17	
42522	3	0.322916667			Palo Alto		Barclay MasterCard	Mayfield Bakery	NPH	Coffee Out	Coffee & Pastry	No	No	No		Yes	-11.5	
42522	3	0.291666667			Online		Barclay MasterCard	Birch Box	CGPR	Hygiene	Makeup Service	No	No	Yes		No	-10.7	
42522	3	0.291666667			Online		Bank of America Checking	Navient	CGPR	Student Loan Payment	Student Loan Payment	No	No	Yes		No	-1000	
42521	2	0.729166667			EWR		Barclay MasterCard	OTG Management EWR	NPH	Snack	Preflight snack	No	No	No		Yes	-12.19	
42521	2	0.708333333			EWR		Barclay MasterCard	Uber	NPH	Taxi	Cab Fare	No	No	No		Yes	-40.49	
42521	2	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-3.61	
42521	2	0.46875			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-500	500
42521	2	0.4375			Somerset		Barclay MasterCard	Delta of Somerset	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-13	
42521	2	0.427083333			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-13.16	
42521	2	0.291666667			Online		Barclay MasterCard	Barclay MasterCard	Joint	Fee	Annual Fee	No	No	No		No	-89	
42521	2	0.291666667			Online		Bank of America Checking	Skype	CGPR	Phone	Monthly Skype Charge	No	No	Yes		No	-5.49	
42520	1	0.5625			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-22.33	
42520	1	0.510416667			Online		Bank of America Checking	Chase Visa	CGPR	Credit Card Payment	Irregular CC Payment	No	No	No		No	-13.99	13.99
42520	1	0.458333333			New Brunswick		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-6.5	
42520	1	0.395833333			Newark		I-Pass Account	Delaware Turnpike	Joint	Toll	Delaware Turnpike Toll	No	No	No		Yes	-4	
42520	1	0.385416667			Aberdeen		I-Pass Account	Maryland Turnpike	Joint	Toll	Maryland Turnpike Toll	No	No	No		Yes	-8	
42520	1	0.364583333			Aberdeen		I-Pass Account	Maryland Turnpike	Joint	Toll	Maryland Turnpike Toll	No	No	No		Yes	-1.19	
42520	1	0.34375			Baltimore		I-Pass Account	Baltimore Harbor Tunnel	Joint	Toll	Baltimore Harbor Tunnel Toll	No	No	No		Yes	-4	
42520	1	0.34375			Baltimore		Barclay MasterCard	Starbucks	Joint	Coffee Out	Morning Coffee Out	No	No	No		Yes	-3.75	
42520	1	0.34375			Baltimore		Barclay MasterCard	Starbucks	Joint	Collectibles	Ohio Starbucks Mug	No	No	No		Yes	-20	
42520	1	0.302083333			Washington		Barclay MasterCard	Valero	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-17.75	
42519	7	0.875			Washington		Barclay MasterCard	The Royal	Joint	Meal Out	Dinner w/ Cami & Cameron	No	No	No		Yes	-110	
42519	7	0.46875			Washington		Barclay MasterCard	Teaism	Joint	Coffee Out	Coffee Date	No	No	No		Yes	-10	
42519	7	0.354166667			Washington		Barclay MasterCard	Buffalo & Bergen	Joint	Meal Out	Breakfast Date	No	No	No		Yes	-20	
42519	7	0.333333333			Washington		Barclay MasterCard	Peregrine Espresso	Joint	Coffee Out	Morning Coffee Out	No	No	No		Yes	-11	
42518	6	0.65625			Washington		Barclay MasterCard	Cordial Fine Wine	Joint	Groceries	Groceries	No	No	No		Yes	-50.63	
42518	6	0.635416667			Washington		Barclay MasterCard	Giant	Joint	Groceries	Groceries	No	No	No		Yes	-58.86	
42518	6	0.614583333			Alexandria		Barclay MasterCard	Pizzeria Paradiso	Joint	Meal Out	Lunch w/ Stef & Sebas	No	No	No		Yes	-135	
42518	6	0.510416667			Alexandria		Barclay MasterCard	Misha's	Joint	Coffee Out	Coffee Date	No	No	No		Yes	-6.98	
42518	6	0.5			Alexandria		Barclay MasterCard	City of Alexandria Parking Authority	Joint	Parking	Parking Fee	No	No	No		Yes	-5.25	
42518	6	0.46875			Baltimore		I-Pass Account	Baltimore Harbor Tunnel	Joint	Toll	Baltimore Harbor Tunnel Toll	No	No	No		Yes	-4	
42518	6	0.427083333			Newark		I-Pass Account	Delaware Turnpike	Joint	Toll	Delaware Turnpike Toll	No	No	No		Yes	-4	
42518	6	0.385416667			Collins Park		I-Pass Account	Delaware Memorial Bridge	Joint	Toll	Delaware Memorial Bridge Toll	No	No	No		Yes	-4	
42518	6	0.385416667			Carneys Point Township		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-6.65	
42518	6	0.333333333			Online		Chase Visa	Privacy Assist	CGPR	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
42518	6	0.322916667			Metuchen		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-0.9	
42518	6	0.291666667			Online		Northwestern University	Bank of America Checking	CGPR	Salary	May Salary	No	No	Yes		No	0	360
42517	5	0.90625			New Brunswick		Barclay MasterCard	BP	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-15.93	
42517	5	0.885416667			New Brunswick		Barclay MasterCard	INC	Joint	Date	Drinks	No	No	No		Yes	-25.5	
42517	5	0.84375			New Brunswick		Barclay MasterCard	City of New Brunswick Parking Authority	Joint	Parking	Parking Fee	No	No	No		Yes	-1.45	
42517	5	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-8.89	
42516	4	0.5			New Brunswick		Barclay MasterCard	Chipotle	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-8	
42515	3	0.385416667			Princeton		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-137.09	
42514	2	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
42513	1	0.760416667			Online		Barclay MasterCard	Barclay MasterCard	Joint	Point Redemption	Points Redeemed for Travel	No	No	No		No	0	100
42513	1	0.583333333			New Brunswick		Barclay MasterCard	J&J WHQ Store	CGPR	Household Goods	Miscellaneous Household Stuff	No	No	No		Yes	-9	
42512	7	0.666666667			Online		Barclay MasterCard	Amazon	Joint	Household Goods	Miscellaneous Household Stuff	No	No	No		Yes	-101.16	
42512	7	0.666666667			Somerset		Barclay MasterCard	Wine Vista	Joint	Groceries	Wine, etc.	No	No	No		Yes	-48.12	
42512	7	0.65625			Somerset		Barclay MasterCard	CVS	Joint	OTC Meds	Wart remover	No	No	No		Yes	-9.49	
42512	7	0.65625			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-6.18	
42512	7	0.625			Bridgewater		Barclay MasterCard	Uniqlo	CGPR	Clothing	Work Clothes	No	No	No		Yes	-85.7	
42512	7	0.59375			Flemington		Barclay MasterCard	Factory Fuel	Joint	Coffee Out	Afternoon Coffee	No	No	No		Yes	-9.29	
42512	7	0.583333333			Flemington		Barclay MasterCard	Blue Fish Grill	Joint	Meal Out	Lunch Date	No	No	No		Yes	-40	
42512	7	0.520833333			Flemington		Barclay MasterCard	J. Crew	NPH	Clothing	Shorts	No	No	No		Yes	-94.8	
42512	7	0.5			Flemington		Barclay MasterCard	Ann Taylor	CGPR	Clothing	Work Clothes	No	No	No		Yes	-150.98	
42512	7	0.46875			Somerset		Barclay MasterCard	Delta of Somerset	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-15.93	
42512	7	0.427083333			Bridgewater		Barclay MasterCard	Wegmans	Joint	Groceries	Groceries	No	No	No		Yes	-91.55	
42512	7	0.333333333			Somerset		Barclay MasterCard	Starbucks	Joint	Meal Out	Breakfast	No	No	No		Yes	-2.19	
42512	7	0.333333333			Somerset		Barclay MasterCard	Starbucks	Joint	Meal Out	Breakfast	No	No	No		Yes	-10	
42512	7	0.333333333			Somerset		Barclay MasterCard	Starbucks	Joint	Meal Out	Breakfast	No	No	No		Yes	-10	
42511	6	0.833333333			Somerset		Barclay MasterCard	Jo-Sho	Joint	Meal Out	Dinner Date	No	No	No		Yes	-49	
42511	6	0.46875			Clearfield		Barclay MasterCard	COGO	Joint	Snack	Snack	No	No	No		Yes	-3.68	
42511	6	0.46875			Clearfield		Barclay MasterCard	COGO	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-22.75	
42511	6	0.364583333			Youngstown		I-Pass Account	Ohio Turnpike	Joint	Toll	Ohio Turnpike Toll	No	No	No		Yes	-8	
42511	6	0.291666667			Online		Bank of America Checking	Progressive Auto Insurance	Joint	Auto Insurance	Monthly Auto Insurance Premium	No	No	Yes		No	-72.33	
42511	6	0.239583333			Toledo		Barclay MasterCard	Starbucks	Joint	Collectibles	Ohio Starbucks Mug	No	No	No		Yes	-13.54	
42510	5	0.864583333			Toledo		Barclay MasterCard	Gateway Express	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-16.61	
42510	5	0.854166667			Toledo		Barclay MasterCard	Maumee Bay Brewing Company	Joint	Meal Out	Dinner Date	No	No	No		Yes	-70	
42510	5	0.854166667			Toledo		I-Pass Account	Ohio Turnpike	Joint	Toll	Ohio Turnpike Toll	No	No	No		Yes	-3.25	
42510	5	0.760416667			Eastpoint Plaza		I-Pass Account	Indiana Toll Road	Joint	Toll	Indiana Toll Road Toll	No	No	No		Yes	-2.03	
42510	5	0.71875			Elkhart		I-Pass Account	Indiana Toll Road	Joint	Toll	Indiana Toll Road Toll	No	No	No		Yes	-2.23	
42510	5	0.645833333			Westpoint Plaza		I-Pass Account	Indiana Toll Road	Joint	Toll	Indiana Toll Road Toll	No	No	No		Yes	-0.53	
42510	5	0.645833333			Chicago		I-Pass Account	Chicago Skyway	Joint	Toll	Chicago Skyway Toll	No	No	No		Yes	-4.53	
42510	5	0.583333333			Chicago		Barclay MasterCard	BP	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-13.68	
42510	5	0.541666667			Chicago		Barclay MasterCard	Walgreens	Joint	Snack	Water for trip	No	No	No		Yes	-3.97	
42510	5	0.5			Chicago		Barclay MasterCard	4K Nails	CGPR	Hygiene	Nails	No	No	No		Yes	-35	
42510	5	0.427083333			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-1000	1000
42510	5	0.395833333			Online		Chase Visa	USPS	CGPR	Fee	Mail forwarding over the summer	No	No	No		No	-1	
42510	5	0.333333333			Online		Ally Bank	Ally Bank Savings Account	Joint	Interest	Monthly Interest Deposit	No	No	No		No	0	8.39
42510	5	0.291666667			Online		Park Chicago	Barclay MasterCard	Joint	Parking	Refund of Prepaid Balance	No	No	No		No	0	13.13
42510	5	0.291666667			Online		Stanford	Bank of America Checking	NPH	Salary	Salary 05.01 - 05.15	No	No	Yes		No	0	1929.53
42509	4	0.708333333			Evanston		Barclay MasterCard	Norris Center	CGPR	Meal Out	Solo Dinner	No	No	No		Yes	-7.79	
42509	4	0.520833333			Evanston		Barclay MasterCard	Food for Thought	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-7.15	
42509	4	0.40625			Chicago		Barclay MasterCard	Jewel Osco	Joint	Groceries	Groceries	No	No	No		Yes	-24.95	
42509	4	0.385416667			Chicago		Barclay MasterCard	Treasure Island	Joint	Groceries	Groceries	No	No	No		Yes	-26.37	
42509	4	0.364583333			Chicago		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-28.1	
42509	4	0.291666667			Online		Barclay MasterCard	iTunes	Joint	Fee	HBO Now subscription	No	No	No		No	-15.93	
42508	3	0.5625			Chicago		Barclay MasterCard	Uber	Joint	Taxi	Cab Fare	No	No	No		Yes	-6.35	
42508	3	0.520833333			Chicago		Barclay MasterCard	Argo Tea	CGPR	Coffee Out	Tea Out	No	No	No		Yes	-2.71	
42508	3	0.5			Chicago		Barclay MasterCard	Zara	CGPR	Clothing	Clothes	No	No	No		Yes	-58.21	
42508	3	0.479166667			Chicago		Barclay MasterCard	Uber	Joint	Taxi	Cab Fare	No	No	No		Yes	-6.58	
42507	2	0.864583333			Chicago		Barclay MasterCard	AMC Theaters	Joint	Date	Drink for movie	No	No	No		Yes	-18	
42507	2	0.864583333			Chicago		Barclay MasterCard	AMC Theaters	Joint	Movie	Captain America: Civil War	No	No	No		Yes	-34.48	
42507	2	0.84375			Chicago		Barclay MasterCard	The Chopping Block	Joint	Date	Wine	No	No	No		Yes	-11.68	
42507	2	0.75			Chicago		Barclay MasterCard	The Chopping Block	Joint	Date	Sushi Class!	No	No	No		Yes	-70	
42507	2	0.614583333			Chicago		Barclay MasterCard	State Street Barbers	NPH	Hygiene	Haircut	No	No	No		Yes	-50	
42507	2	0.364583333			Chicago		Barclay MasterCard	Intelligentsia	Joint	Groceries	Groceries	No	No	No		Yes	-38	
42507	2	0.322916667			Chicago		Barclay MasterCard	River North Cleaners	Joint	Drycleaning	Drycleaning	No	No	No		Yes	-39.2	
42506	1	0.864583333			Chicago		Barclay MasterCard	Treasure Island	Joint	Groceries	Groceries	No	No	No		Yes	-24.96	
42506	1	0.520833333			Evanston		Barclay MasterCard	Food for Thought	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-13.2	
42506	1	0.385416667			Chicago		Barclay MasterCard	CTA	CGPR	Metro	Metro Fare	No	No	No		Yes	-10	
42506	1	0.270833333			Online		Barclay MasterCard	Amazon	CGPR	Gift	Thank you gifts for Iva & Fern	No	No	No		Yes	-58.36	
42505	7	0.854166667			Chicago		Barclay MasterCard	The Chicago Diner	Joint	Meal Out	Dinner Date	No	No	No		Yes	-11	
42505	7	0.802083333			Chicago		Barclay MasterCard	Chicago Parking Meters	Joint	Parking	Parking Fee	No	No	No		Yes	-1.8	
42505	7	0.625			Online		Barclay MasterCard	Amazon	Joint	Gift	Shower Head for Boo Boo's apartment	No	No	No		Yes	-29.99	
42505	7	0.625			Online		Barclay MasterCard	Amazon	Joint	Gift	Curtains for Boo Boo's apartment	No	No	No		Yes	-46.95	
42505	7	0.583333333			Chicago		Cash	Juan Jose Ponce Reyes	Joint	Rent	Cash for Boo Boo	No	No	No		Yes	-400	
42505	7	0.583333333			Chicago		Bank of America Checking	Cash	Joint	Cash Withdrawl	Cash for Boo Boo	No	No	No		Yes	-400	400
42505	7	0.572916667			Chicago		Barclay MasterCard	Walgreens	Joint	Household Goods	Cleaning Supplies	No	No	No		Yes	-6.59	
42505	7	0.5625			Chicago		Barclay MasterCard	Sofitel Chicago	Joint	Meal Out	Lunch w/ Al & Tonito	No	No	No		Yes	-63	
42505	7	0.489583333			Online		Barclay MasterCard	CTA	NPH	Metro	Metro Fare	No	No	No		Yes	-5	
42505	7	0.458333333			Online		Barclay MasterCard	I-Pass Account	Joint	Prepay	Refill I-Pass Account	No	No	No		No	-74	74
42505	7	0.4375			Online		Bank of America Checking	USPS	NPH	Fee	Mail forwarding over the summer	No	No	No		No	-1	
42505	7	0.291666667			Online		Bank of America Checking	Apple Financing	Joint	Credit Card Payment	Regular CC Payment	No	No	Yes		No	-122.65	122.65
42505	7	0.291666667			Online		Barclay MasterCard	I-Pass Account	Joint	Prepay	Refill I-Pass Account	No	No	No		No	-20	20
42504	6	0.708333333			Chicago		Barclay MasterCard	Plum Market	Joint	Groceries	Groceries	No	No	No		Yes	-25.07	
42504	6	0.541666667			Chicago		I-Pass Account	Illinois Turnpike	Joint	Toll	I-90 Tolls	No	No	No		Yes	-3.95	
42504	6	0.510416667			Monticello		Barclay MasterCard	Kubly Tire	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-20.2	
42504	6	0.479166667			New Glarus		Barclay MasterCard	Fat Cat Coffee Works	NPH	Lunch	Lunch w/ Mom	No	No	No		Yes	-33.3	
42504	6	0.395833333			Chicago		I-Pass Account	Illinois Turnpike	Joint	Toll	I-90 Tolls	No	No	No		Yes	-3.95	
42503	5	0.927083333			Chicago		Barclay MasterCard	Uber	Joint	Taxi	Cab Fare	No	No	No		Yes	-7.28	
42503	5	0.916666667			Chicago		Barclay MasterCard	New Rebozo	Joint	Meal Out	Dinner w/ Divya & Shiv	No	No	No		Yes	-88	
42503	5	0.3125			Online		Barclay MasterCard	mba.com	NPH	Fee	GMAT transmittal fee	No	No	No		No	-28	
42503	5	0.3125			Online		Barclay MasterCard	University of Chicago	NPH	Fee	Application Fee	No	No	No		No	-175	
42502	4	0.520833333			Evanston		Barclay MasterCard	Food for Thought	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-7.15	
42502	4	0.291666667			Online		FFC Gold Coast	Barclay MasterCard	Joint	Vendor Error	Gym Membership	No	No	No		No	0	134.95
42501	3	0.666666667			Online		Barclay MasterCard	Orbitz for Business	Joint	Hotel	Radisson at U Toledo stay	No	No	No		No	-119.79	
42501	3	0.510416667			Chicago		Barclay MasterCard	Fabcakes	Joint	Lunch	Lunch w/ BooBoo	No	No	No		Yes	-26.5	
42500	2	0.552083333			Evanston		Barclay MasterCard	The Funky Monk	CGPR	Lunch	Lunch w/ Fern	No	No	No		Yes	-30	
42500	2	0.354166667			Chicago		Barclay MasterCard	Intelligentsia	Joint	Groceries	Groceries	No	No	No		Yes	-19	
42500	2	0.333333333			Chicago		Barclay MasterCard	CTA	CGPR	Metro	Metro Fare	No	No	No		Yes	-20	
42500	2	0.291666667			Online		Northwestern University	Bank of America Checking	CGPR	Reimbursement	Work Supplies	No	Yes	No		No	0	26.19
42499	1	0.864583333			Chicago		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-81.45	
42499	1	0.770833333			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-1105.06	1105.06
42499	1	0.697916667			Evanston		Cash	Under Armour	CGPR	Clothing	Hoodie	No	No	No		Yes	-65	
42499	1	0.583333333			Online		Barclay MasterCard	ATT	Joint	Phone	Monthly Phone Bill	No	No	Yes		No	-105.06	
42499	1	0.458333333			Online		Barclay MasterCard	Amazon	Joint	Household Goods	Garment Bags	No	No	No		No	-17.99	
42499	1	0.458333333			Online		Barclay MasterCard	Amazon	Joint	Household Goods	Garment Bags	No	No	No		No	-13.99	
42499	1	0.291666667			Online		Bank of America Checking	Spotify	CGPR	Music Streaming	Monthly Music Streaming	No	No	Yes		No	-9.99	
